country_name,bcode,ccode,bccode,alt_ccode,basin_name,continent_code,area
France,RHON,FRA,RHON_FRA, ,Rhone,EU,89110
France,ROIA,FRA,ROIA_FRA, ,Roia,EU,593
Russian Federation,SAMR,RUS,SAMR_RUS, ,Samur,EU,6389
Guinea,SJAF,GIN,SJAF_GIN, ,St. John (Africa),AF,2654
Bulgaria,STUM,BGR,STUM_BGR, ,Struma,EU,8505
Russian Federation,SULK,RUS,SULK_RUS, ,Sulak,EU,13204
Russian Federation,TERK,RUS,TERK_RUS, ,Terek,EU,41251
China,ALKL,CHN,ALKL_CHN, ,Alakol,AS,20355
Kazakhstan,ALKL,KAZ,ALKL_KAZ, ,Alakol,AS,43145
Brazil,AMZN,BRA,AMZN_BRA, ,Amazon,SA,3741933
Guyana,AMZN,GUY,AMZN_GUY, ,Amazon,SA,12388
Venezuela,AMZN,VEN,AMZN_VEN, ,Amazon,SA,51760
Afghanistan,ARAL,AFG,ARAL_AFG, ,Aral Sea,AS,166446
Kyrgyzstan,ARAL,KGZ,ARAL_KGZ, ,Aral Sea,AS,118835
Tajikistan,ARAL,TJK,ARAL_TJK, ,Aral Sea,AS,141085
Lao People's Democratic Republic,CAXX,LAO,CAXX_LAO, ,Ca/Song Lam,AS,9270
Viet Nam,CAXX,VNM,CAXX_VNM, ,Ca/Song Lam,AS,17979
Angola,CNGO,AGO,CNGO_AGO, ,Congo/Zaire,AF,287671
Congo,CNGO,COG,CNGO_COG, ,Congo/Zaire,AF,247798
Guyana,CRTY,GUY,CRTY_GUY, ,Corantijn/Courantyne,SA,27603
Poland,DANU,POL,DANU_POL, ,Danube,EU,370
Slovakia,DANU,SVK,DANU_SVK, ,Danube,EU,47153
Guyana,ESQB,GUY,ESQB_GUY, ,Essequibo,SA,118542
China,GANG,CHN,GANG_CHN, ,Ganges-Brahmaputra-Meghna,AS,317702
India,GANG,IND,GANG_IND, ,Ganges-Brahmaputra-Meghna,AS,971170
Myanmar,GANG,MMR,GANG_MMR, ,Ganges-Brahmaputra-Meghna,AS,782
Russian Federation,HRUN,RUS,HRUN_RUS, ,Har Us Nur,AS,3601
China,ILIX,CHN,ILIX_CHN, ,Ili/Kunes He,AS,56973
Afghanistan,INDU,AFG,INDU_AFG, ,Indus,AS,71267
China,INDU,CHN,INDU_CHN, ,Indus,AS,82210
Jammu and Kashmir,INDU,CHN/IND/PAK,INDU_CHN/IND/PAK, ,Indus,AS,184059
China,IRWD,CHN,IRWD_CHN, ,Irrawaddy,AS,21391
India,IRWD,IND,IRWD_IND, ,Irrawaddy,AS,17233
Myanmar,IRWD,MMR,IRWD_MMR, ,Irrawaddy,AS,336764
Georgia,KURA,GEO,KURA_GEO, ,Kura-Araks,AS,34532
Lao People's Democratic Republic,MAXX,LAO,MAXX_LAO, ,Ma,AS,12601
Viet Nam,MAXX,VNM,MAXX_VNM, ,Ma,AS,16885
Lao People's Democratic Republic,MEKO,LAO,MEKO_LAO, ,Mekong,AS,206524
Myanmar,MEKO,MMR,MEKO_MMR, ,Mekong,AS,21715
Thailand,MEKO,THA,MEKO_THA, ,Mekong,AS,188101
Greece,MRSA,GRC,MRSA_GRC, ,Maritsa,EU,2965
Algeria,NGER,DZA,NGER_DZA, ,Niger,AF,161024
Greece,NSTO,GRC,NSTO_GRC, ,Nestos,EU,2546
China,OBXX,CHN,OBXX_CHN, ,Ob,AS,49989
Kazakhstan,OBXX,KAZ,OBXX_KAZ, ,Ob,AS,790694
Russian Federation,OBXX,RUS,OBXX_RUS, ,Ob,AS,2205770
Poland,ODER,POL,ODER_POL, ,Oder/Odra,EU,106271
Congo,OGOO,COG,OGOO_COG, ,Ogooue,AF,20210
South Africa,ORAN,ZAF,ORAN_ZAF, ,Orange,AF,557211
Venezuela,ORIN,VEN,ORIN_VEN, ,Orinoco,SA,627603
Malaysia,PNDR,MYS,PNDR_MYS, ,Pandaruan,AS,225
Lao People's Democratic Republic,REDX,LAO,REDX_LAO, ,Red/Song Hong,AS,1604
Viet Nam,REDX,VNM,REDX_VNM, ,Red/Song Hong,AS,64650
China,SALW,CHN,SALW_CHN, ,Salween,AS,136785
Myanmar,SALW,MMR,SALW_MMR, ,Salween,AS,109340
Thailand,SALW,THA,SALW_THA, ,Salween,AS,19232
The former Yugoslav Republic of Macedonia,STUM,MFD,STUM_MFD,MKD,Struma,EU,1623
Georgia,SULK,GEO,SULK_GEO, ,Sulak,EU,947
China,TRIM,CHN,TRIM_CHN, ,Tarim,AS,1048733
Jammu and Kashmir,TRIM,CHN/IND/PAK,TRIM_CHN/IND/PAK, ,Tarim,AS,1976
Kyrgyzstan,TRIM,KGZ,TRIM_KGZ, ,Tarim,AS,23932
Tajikistan,TRIM,TJK,TRIM_TJK, ,Tarim,AS,919
The former Yugoslav Republic of Macedonia,VRDR,MFD,VRDR_MFD,MKD,Vardar,EU,20433
Poland,VSTL,POL,VSTL_POL, ,Vistula/Wista,EU,167270
Slovakia,VSTL,SVK,VSTL_SVK, ,Vistula/Wista,EU,1919
Angola,ZAMB,AGO,ZAMB_AGO, ,Zambezi,AF,255831
Iran  (Islamic Republic of),TIGR,IRN,TIGR_IRN, ,Tigris-Euphrates/Shatt al Arab,AS,164501
Iraq,TIGR,IRQ,TIGR_IRQ, ,Tigris-Euphrates/Shatt al Arab,AS,397730
Jordan,TIGR,JOR,TIGR_JOR, ,Tigris-Euphrates/Shatt al Arab,AS,222
Saudi Arabia,TIGR,SAU,TIGR_SAU, ,Tigris-Euphrates/Shatt al Arab,AS,16728
Syrian Arab Republic,TIGR,SYR,TIGR_SYR, ,Tigris-Euphrates/Shatt al Arab,AS,114015
Turkey,TIGR,TUR,TIGR_TUR, ,Tigris-Euphrates/Shatt al Arab,AS,175794
Viet Nam,MEKO,VNM,MEKO_VNM, ,Mekong,AS,46483
Bangladesh,NAAF,BGD,NAAF_BGD, ,Naaf River,AS,392
Myanmar,NAAF,MMR,NAAF_MMR, ,Naaf River,AS,1218
